fold,n_train,n_val,n_epochs_run,best_val_f1,checkpoint_path,test_f1,test_accuracy,test_auc,test_india_f1,test_india_accuracy,test_india_auc,test_italy_f1,test_italy_accuracy,test_italy_auc
1,186,62,196,0.7659574468085106,/kaggle/working/eyes-defy-anemia/classification/new_way/Output/version2/checkpoints/convnext_large_palpebral_new_way_kfold3_fold1_best.pth,0.7857142857142857,0.8181818181818182,0.8383458646616542,0.8421052631578947,0.8,0.8409090909090909,0.6666666666666666,0.8333333333333334,1.0
2,190,61,250,0.7555555555555555,/kaggle/working/eyes-defy-anemia/classification/new_way/Output/version2/checkpoints/convnext_large_palpebral_new_way_kfold3_fold2_best.pth,0.7692307692307693,0.8181818181818182,0.9022556390977444,0.7777777777777778,0.7333333333333333,0.8409090909090909,0.75,0.8888888888888888,1.0
3,188,61,163,0.6363636363636364,/kaggle/working/eyes-defy-anemia/classification/new_way/Output/version2/checkpoints/convnext_large_palpebral_new_way_kfold3_fold3_best.pth,0.7333333333333333,0.7575757575757576,0.9323308270676691,0.7619047619047619,0.6666666666666666,0.8181818181818181,0.6666666666666666,0.8333333333333334,1.0
