fold,n_train,n_val,n_epochs_run,best_val_f1,checkpoint_path,test_f1,test_accuracy,test_auc,test_india_f1,test_india_accuracy,test_india_auc,test_italy_f1,test_italy_accuracy,test_italy_auc
1,186,62,180,0.7924528301886793,/kaggle/working/eyes-defy-anemia/classification/new_way/Output/version2/checkpoints/maxvit_t_palpebral_new_way_kfold3_fold1_best.pth,0.7857142857142857,0.8181818181818182,0.9398496240601504,0.8,0.7333333333333333,0.8409090909090908,0.75,0.8888888888888888,1.0
2,190,61,122,0.8,/kaggle/working/eyes-defy-anemia/classification/new_way/Output/version2/checkpoints/maxvit_t_palpebral_new_way_kfold3_fold2_best.pth,0.896551724137931,0.9090909090909091,0.9624060150375939,0.9090909090909091,0.8666666666666667,0.8409090909090908,0.8571428571428571,0.9444444444444444,1.0
3,188,61,92,0.7924528301886793,/kaggle/working/eyes-defy-anemia/classification/new_way/Output/version2/checkpoints/maxvit_t_palpebral_new_way_kfold3_fold3_best.pth,0.8,0.8181818181818182,0.9210526315789475,0.8571428571428571,0.8,0.8636363636363636,0.6666666666666666,0.8333333333333334,1.0
