fold,n_train,n_val,n_epochs_run,best_val_f1,checkpoint_path,test_f1,test_accuracy,test_auc,test_india_f1,test_india_accuracy,test_india_auc,test_italy_f1,test_italy_accuracy,test_italy_auc
1,180,60,24,0.7407407407407407,/kaggle/working/eyes-defy-anemia/classification/new_way/Output/version2/checkpoints/efficientnet_b3_forniceal_palpebral_new_way_kfold3_fold1_best.pth,0.6875,0.696969696969697,0.7857142857142858,0.7619047619047619,0.6666666666666666,0.7045454545454546,0.5454545454545454,0.7222222222222222,0.9555555555555556
2,183,59,28,0.7777777777777778,/kaggle/working/eyes-defy-anemia/classification/new_way/Output/version2/checkpoints/efficientnet_b3_forniceal_palpebral_new_way_kfold3_fold2_best.pth,0.6206896551724138,0.6666666666666666,0.7142857142857143,0.631578947368421,0.5333333333333333,0.5227272727272727,0.6,0.7777777777777778,0.9111111111111111
3,181,59,21,0.6538461538461539,/kaggle/working/eyes-defy-anemia/classification/new_way/Output/version2/checkpoints/efficientnet_b3_forniceal_palpebral_new_way_kfold3_fold3_best.pth,0.6428571428571429,0.696969696969697,0.7443609022556392,0.631578947368421,0.5333333333333333,0.6363636363636364,0.6666666666666666,0.8333333333333334,0.9111111111111111
