number,value,datetime_start,datetime_complete,duration,params_learning_rate,params_weight_decay,user_attrs_best_val_iou,user_attrs_model_name,state
0,0.9886230266455448,2026-07-16 14:29:08.442864,2026-07-16 14:33:36.269313,0 days 00:04:27.826449,0.0001329291894316216,0.0007114476009343421,0.9776953061421713,unet,COMPLETE
1,0.9855882543506045,2026-07-16 14:33:36.270093,2026-07-16 14:36:47.745625,0 days 00:03:11.475532,0.001570297088405539,6.251373574521755e-05,0.9718307256698608,unet,COMPLETE
2,0.975357295888843,2026-07-16 14:36:47.746082,2026-07-16 14:41:09.887410,0 days 00:04:22.141328,2.9380279387035334e-05,2.9375384576328313e-06,0.9524077321543838,unet,COMPLETE
3,0.9706621350664081,2026-07-16 14:41:09.887899,2026-07-16 14:45:32.749077,0 days 00:04:22.861178,1.493656855461762e-05,0.0003967605077052988,0.9437346657117208,unet,COMPLETE
4,0.9908821420236067,2026-07-16 14:45:32.749515,2026-07-16 14:49:54.840649,0 days 00:04:22.091134,0.0006358358856676254,0.000133112160807369,0.9820673321232651,unet,COMPLETE
