number,value,datetime_start,datetime_complete,duration,params_learning_rate,params_weight_decay,user_attrs_best_val_iou,user_attrs_model_name,state
0,0.9869209816961577,2026-07-16 14:04:37.344475,2026-07-16 14:09:56.892363,0 days 00:05:19.547888,0.0001329291894316216,0.0007114476009343421,0.9744082924091455,resunet,COMPLETE
1,0.988816853725549,2026-07-16 14:09:56.892954,2026-07-16 14:13:25.031817,0 days 00:03:28.138863,0.001570297088405539,6.251373574521755e-05,0.9780360478343386,resunet,COMPLETE
2,0.9843135584484447,2026-07-16 14:13:25.032218,2026-07-16 14:18:38.066117,0 days 00:05:13.033899,2.9380279387035334e-05,2.9375384576328313e-06,0.9694315339579727,resunet,COMPLETE
3,0.9791872537497318,2026-07-16 14:18:38.066597,2026-07-16 14:23:51.189905,0 days 00:05:13.123308,1.493656855461762e-05,0.0003967605077052988,0.9596751314221006,resunet,COMPLETE
4,0.9889131278702707,2026-07-16 14:23:51.190405,2026-07-16 14:29:03.398351,0 days 00:05:12.207946,0.0006358358856676254,0.000133112160807369,0.978258383996559,resunet,COMPLETE
