repeat,fold,n,accuracy,precision,recall,specificity,balanced_accuracy,f1,auc
0,0,36,0.6666666666666666,0.5833333333333334,0.875,0.5,0.6875,0.7,0.728125
0,1,36,0.6388888888888888,0.6153846153846154,0.5,0.75,0.625,0.5517241379310345,0.746875
0,2,36,0.9444444444444444,1.0,0.8666666666666667,1.0,0.9333333333333333,0.9285714285714286,0.9873015873015873
0,3,35,0.7142857142857143,0.6666666666666666,0.6666666666666666,0.75,0.7083333333333333,0.6666666666666666,0.8366666666666667
0,4,35,0.7142857142857143,0.625,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.6666666666666666,0.8095238095238095
1,0,36,0.5833333333333334,0.5263157894736842,0.625,0.55,0.5875,0.5714285714285714,0.6187499999999999
1,1,36,0.8055555555555556,0.7142857142857143,0.9375,0.7,0.81875,0.8108108108108109,0.8624999999999999
1,2,36,0.8333333333333334,0.8461538461538461,0.7333333333333333,0.9047619047619048,0.819047619047619,0.7857142857142857,0.8507936507936508
1,3,35,0.7142857142857143,0.6190476190476191,0.8666666666666667,0.6,0.7333333333333334,0.7222222222222222,0.8166666666666667
1,4,35,0.7428571428571429,0.6470588235294118,0.7857142857142857,0.7142857142857143,0.75,0.7096774193548387,0.846938775510204
2,0,36,0.6666666666666666,0.625,0.625,0.7,0.6625,0.625,0.78125
2,1,36,0.6666666666666666,0.5909090909090909,0.8125,0.55,0.68125,0.6842105263157895,0.7625000000000001
2,2,36,0.6944444444444444,0.6428571428571429,0.6,0.7619047619047619,0.680952380952381,0.6206896551724138,0.8063492063492063
2,3,35,0.7142857142857143,0.6923076923076923,0.6,0.8,0.7,0.6428571428571429,0.6666666666666666
2,4,35,0.8285714285714286,0.7857142857142857,0.7857142857142857,0.8571428571428571,0.8214285714285714,0.7857142857142857,0.9183673469387756
3,0,36,0.8611111111111112,0.8235294117647058,0.875,0.85,0.8625,0.8484848484848485,0.9125000000000001
3,1,36,0.6944444444444444,0.6086956521739131,0.875,0.55,0.7125,0.717948717948718,0.8468749999999999
3,2,36,0.8333333333333334,0.8,0.8,0.8571428571428571,0.8285714285714285,0.8,0.8666666666666667
3,3,35,0.6571428571428571,0.6363636363636364,0.4666666666666667,0.8,0.6333333333333333,0.5384615384615384,0.8
3,4,35,0.8,0.7333333333333333,0.7857142857142857,0.8095238095238095,0.7976190476190477,0.7586206896551724,0.8673469387755102
4,0,36,0.6388888888888888,0.6153846153846154,0.5,0.75,0.625,0.5517241379310345,0.6468750000000001
4,1,36,0.7777777777777778,0.7222222222222222,0.8125,0.75,0.78125,0.7647058823529411,0.8625
4,2,36,0.7777777777777778,0.7058823529411765,0.8,0.7619047619047619,0.780952380952381,0.75,0.8476190476190477
4,3,35,0.7428571428571429,0.7142857142857143,0.6666666666666666,0.8,0.7333333333333334,0.6896551724137931,0.8433333333333333
4,4,35,0.7714285714285715,1.0,0.42857142857142855,1.0,0.7142857142857143,0.6,0.9081632653061225
